AXNX,67.21
AXON,286.51
AXP,232.97
AXR,17.41
AXS,68.49
AXSM,78.8
AXTA,33.44
AXTI,3.33
AY,21.88
AYI,241.07
AYRO,0.745
AYTU,2.798
AZ,0.37
AZEK,40.95
AZN,76.46
AZO,2811.335
AZPN,194.59
AZTA,50.8
AZTR,2.15
AZUL,3.7
AZZ,75.35
B,39.74
BA,184.52
BABA,71.97
BAC,39.96
BACA,10.64
BACK,1.7201
BAER,3.18
BAFN,11.65
BAH,150.3
BAK,6.11
BALL,58.94
BALY,11.57
BAM,37.4
BANC,12.85
BAND,16.44
BANF,87.08
BANFP,25.4
BANL,0.715
BANR,48.85
BANX,18.45
BAOS,1.695
BAP,156.5
BARK,1.7
BASE,17.56
BATL,3.49
BATRA,41.05
BATRK,38.98
BAX,32.69
BAYA,10.24
BAYAR,0.19
BAYAU,10.42
BB,2.38
BBAI,1.41
BBAR,8.4301
BBCP,5.83
BBD,2.16
BBDC,9.7038
BBDO,2
BBGI,0.6088
BBIO,24.9
BBLG,1.2
BBLGW,42.98
BBN,16.07
BBSI,31.9
BBU,18.6501
BBUC,20.13
BBVA,10.01
BBW,24.832
BBWI,37.94
BBY,80.53
BC,69.46
BCAB,1.26
BCAL,13.49
BCAN,0.6008
BCAT,16.5004
BCBP,10.33
BCC,115.77
BCDA,2.88
BCDAW,0.0127
BCE,31.125
BCG,5.6
BCGWW,0.1001
BCH,22.44
BCLI,0.343
BCML,20.09
BCO,100.25
BCOV,2.41
BCOW,7.86
BCPC,153.82
BCRX,6.54
BCS,10.734
BCSA,11.18
BCSAU,11.15
BCSAW,0.0423
BCSF,16.3296
BCTX,1
BCTXW,0.1752
BCV,15.62
BCX,9.21
BCYC,19.48
BDC,90.65
BDJ,8.15
BDL,26.23
BDN,4.39
BDRX,0.855
BDSX,1.515
BDTX,4.19
BDX,227.69
BE,10.645
BEAM,22.25
BEAT,2.445
BEATW,0.65
BECN,86.95
BEDU,2.05
BEEM,4.4616
BEEP,3.22
BEKE,14.795
BELFA,80.785
BELFB,65.09
BEN,22.07
BENF,2.09
BENFW,
BEP,24.23
BEPC,27.76
BEPH,15.6485
BEPI,16.51
BEPJ,
BERY,57.8
BEST,2.73
BETR,0.4281
BETRW,
BFAC,11.04
BFAM,107.76
BFC,82.22
BFH,44.83
BFI,0.1651
BFIIW,0.0195
BFIN,10.165
BFK,10.1491
BFLY,0.8651
BFRG,1.65
BFRGW,0.39
BFRI,0.84
BFRIW,0.0381
BFS,36.46
BFST,21.33
BFZ,11.91
BG,107.135
BGB,11.9451
BGC,8.3813
BGFV,2.2632
BGH,14.43
BGI,2.55
BGLC,0.455
BGNE,142.805
BGR,13.17
BGS,7.87
BGSF,8.7
BGT,12.88
BGX,12.45
BGXX,0.26
BGY,5.54
BH,185.01
BHACW,0.078
BHAT,1.07
BHB,26.31
BHC,6.95
BHE,39.11
BHF,43.2
BHFAL,22.06
BHFAM,16.2001
BHFAN,19.25
BHFAO,24.7
BHFAP,22.86
BHIL,0.144
BHK,10.46
BHLB,22.67
BHM,17.25
BHP,57.06
BHR,2.46
BHRB,48.76
BHV,11.03
BHVN,33.94
BIAF,2.17
BIAFW,0.52
BIDU,85.08
BIG,1.51
BIGC,7.715
BIGZ,7.26
BIIB,225.1
BILI,15.26
BILL,53.19
BIMI,1.25
BIO,262.12
BIOL,0.1
BIOR,0.5917
BIOX,10.97
BIP,27.16
BIPC,33.075
BIPH,17.68
BIPI,18.14
BIRD,0.453
BIRK,54.56
BIT,14.43
BITE,9.48
BITF,2.48
BIVI,0.4027
BJ,85.25
BJDX,0.6403
BJRI,35.28
BK,59.89
BKD,7.1
BKDT,98.7
BKE,36.2
BKH,53.975
BKHAU,10.32
BKKT,17.642
BKN,11.9307
BKNG,3876.81
BKR,34.56
BKSY,1.02
BKT,11.7399
BKTI,12.41
BKU,28.81
BKYI,1.5901
BL,47.76
BLAC,10.76
BLBD,46.63
BLBX,2.77
BLCO,14.51
BLD,372.58
BLDE,3.31
BLDEW,0.1689
BLDP,2.1418
BLDR,132.81
BLE,10.75
BLEUR,0.03
BLFS,20.07
BLFY,9.11
BLIN,0.85
BLK,782.67
BLKB,75.35
BLMN,19.01
BLND,2.37
BLNK,2.58
BLRX,0.5228
BLTE,45.35
BLUA,11.06
BLUE,0.92
BLW,13.97
BLX,29.99
BLZE,5.97
BMA,52.07
BMBL,9.52
BME,40.35
BMEA,4.36
BMEZ,15.18
BMI,184.9
BMN,24.35
BMO,83.19
BMR,5.45
BMRA,0.44
BMRC,16.36
BMRN,81.55
BMTX,2.2
BMY,40.41
BN,40.82
BNAI,3.13
BNAIW,0.0332
BNED,6.14
BNGO,0.5467
BNH,16.46
BNIXR,0.0811
BNJ,15.89
BNL,15.62
BNOX,0.6952
BNR,6.195
BNRE,41.64
BNRG,0.872
BNS,45.19
BNTC,7.305
BNTX,78.02
BNY,10.655
BNZI,0.146
BOC,12.87
BOCN,11.16
BODI,8.33
BOE,10.615
BOF,0.66
BOH,56.8901
BOKF,86.43
BOLD,4.12
BOLT,0.7201
BON,2.35
BOOM,14.01
BOOT,127.63
BORR,6.29
BOSC,2.76
BOTJ,10.74
BOWL,14.02
BOWN,10.55
BOWNR,0.11
BOX,25.93
BOXL,0.6128
BP,36.58
BPMC,107.46
BPOP,87.85
BPOPM,25.1486
BPRN,32.2
BPT,2.33
BPTH,1.85
BPYPM,14.47
BPYPN,11.91
BPYPO,13.16
BPYPP,14.36
BQ,0.4963
BR,196.43
BRAC,11.5
BRACR,0.195
BRAG,5.72
BRBR,57.79
BRBS,2.72
BRC,64.52
BRCC,5.89
BRDG,7.24
BREA,0.7301
BREZ,11.36
BREZR,0.1501
BREZW,0.3488
BRFH,3.3638
BRFS,4.08
BRID,9.94
BRKH,11.14
BRKHW,0.2699
BRKL,8.53
BRKR,61.59
BRLS,9.09
BRLSW,0.065
BRLT,2.18
BRN,2.28
BRNS,1.41
BRO,88.31
BROG,0.85
BROGW,0.0034
BROS,41.55
BRP,31.9385
BRSH,0.07
BRSP,5.7309
BRT,17.05
BRTX,1.91
BRW,7
BRX,22.56
BRY,6.41
BRZE,38.998
BSAC,18.31
BSBK,6.6392
BSBR,4.79
BSET,13.54
BSFC,1.75
BSGM,0.35
BSIG,21.965
BSL,14.1057
BSM,15.77
BSRR,22.29
BST,37.51
BSTZ,20.21
BSVN,31.04
BSX,75.91
BSY,48.79
BTA,10.04
BTAI,1.12
BTBD,1.32
BTBT,3.17
BTCM,2.73
BTCS,1.41
BTCT,2.1
BTCTW,0.029
BTCY,0.7506
BTDR,10.41
BTE,3.49
BTG,2.65
BTI,30.935
BTM,1.62
BTMD,7.28
BTMWW,
BTO,28.5
BTOG,1.95
BTSG,10.89
BTSGU,45.26
BTT,20.73
BTTR,3.45
BTU,23.255
BTZ,10.6
BUD,58.23
BUI,22.08
BUJA,10.69
BUR,12.56
BURL,231.24
BURU,0.0323
BUSE,23.79
BV,12.74
BVFL,11.96
BVN,16.32
BVS,5.62
BW,1.52
BWA,31.34
BWAQ,4
BWAQW,0.07
BWAY,5.84
BWB,11.52
BWBBP,18.28
BWEN,3.11
BWFG,25.6
BWG,8.31
BWLP,18.52
BWMN,31.02
BWMX,13.18
BWNB,18.58
BWSN,20
BWXT,93.7584
BX,121.52
BXC,87.6875
BXMT,17.07
BXMX,13.48
BXP,60.195
BXSL,30.4
BY,23.85
BYD,53.69
BYFC,5.32
BYM,11.4
BYND,6.61
BYNO,11.29
BYNOW,0.0326
BYON,12.75
BYRN,9.34
BYSI,2.32
BYU,1.13
BZ,18.27
BZFD,2.71
BZFDW,0.0837
BZH,25.95
BZUN,2.365
C,63.28
CAAP,16.2068
CAAS,3.44
CABA,7.39
CABO,342.76
CAC,32.81
CACC,513.69
CACI,424.61
CACO,0.395
CADE,27.99
CADL,6.09
CAE,18.4
CAF,11.76
CAG,28.19
CAH,96.09
CAKE,37.77
CAL,32.3118
CALB,21.4
CALC,3.8849
CALM,61.59
CALT,38.5
CALX,34.13
CAMP,0.4
CAMT,126.5268
CAN,1
CANF,2.3
CANG,1.66
CAPL,19.61
CAPR,4.67
CAPT,2.28
CAPTW,0.07
CAR,101.89
CARA,0.2651
CARE,14.97
CARG,24.82
CARM,1.44
CARR,61.76
CARS,18.7
CART,32.2
CARV,1.34
CASH,57.1726
CASI,4.96
CASS,40.56
CASY,372.2725
CAT,325.58
CATC,67.97
CATO,5.15
CATX,10.47
CATY,36.82
CAUD,0.5091
CAVA,92.8162
CB,252.44
CBAN,12.24
CBAT,1.17
CBFV,22.22
CBH,8.99
CBL,23.11
CBNK,20.35
CBOE,170.5201
CBRE,85.74
CBRG,11.37
CBRL,40.33
CBSH,55
CBT,88.62
CBU,46.65
CBUS,8.61
CBZ,73.76
CC,22.46
CCAP,18.79
CCB,46.11
CCBG,28.2
CCCC,4.41
CCCS,11.04
CCD,22.5
CCEL,6.9001
CCEP,72.37
CCG,0.72
CCGWW,0.0253
CCI,95.02
CCIA,
CCIF,8
CCIXU,10.1274
CCJ,49.12
CCK,72.2
CCL,17.51
CCLD,1.9275
CCLDO,9.62
CCLDP,7.49
CCM,0.8856
CCNE,19.95
CCNEP,22.28
CCO,1.45
CCOI,54.08
CCRD,13.04
CCRN,13.52
CCS,77.28
CCSI,15.85
CCTG,2.15
CCTS,11.25
CCTSW,0.0517
CCU,11.015
CCZ,58.1
CDAQ,10.89
CDE,5.4
CDIO,0.5309
CDIOW,0.038
CDLR,25.2
CDLX,7.81
CDMO,6.62
CDNA,14.8
CDNS,310.98
CDP,25.04
CDRE,33
CDRO,8.04
CDROW,1.02
CDT,0.86
CDTG,3.5
CDTTW,0.03
CDTX,11.2
CDW,217.1
CDXC,2.55
CDXS,2.8
CDZI,3.02
CDZIP,15.7
CE,131.4
CEAD,6.84
CECO,27.1801
CEE,10.645
CEG,203.1
CEI,0.1094
CEIX,102.97
CELC,16.095
CELH,56.0455
CELU,3.02
CELUW,0.0153
CELZ,3.66
CEM,46.26
CENN,1.5298
CENT,38.44
CENTA,33.1
CENX,16.92
CEPU,8.47
CERE,40.95
CERO,0.2621
CEROW,0.02
CERS,1.68
CERT,13.43
CET,43.8598
CETX,0.2069
CETY,1.26
CEV,10.91
CEVA,18.55
CF,70.44
CFB,14.005
CFBK,18.51
CFFI,43.11
CFFN,5.46
CFFS,10.95
CFG,35.58
CFLT,28.12
CFR,99.16
CFSB,6.57
CG,39.48
CGA,2.005
CGABL,18.06
CGAU,6.59
CGBD,17.69
CGBDL,25.35
CGC,6.2
CGEM,15.85
CGEN,1.68
CGNT,7.61
CGNX,46.4
CGO,11.07
CGON,30.8
CGTX,1.7297
CHAA,6.9
CHCI,6.25
CHCO,105.12
CHCT,22.89
CHD,103.985
CHDN,137.51
CHE,537.3475
CHEF,38.76
CHEK,2.01
CHGG,2.82
CHH,117.75
CHI,11.66
CHK,82.18
CHKEL,66.05
CHKEW,74.4
CHKEZ,70.22
CHKP,164.58
CHMG,46.26
CHMI,3.57
CHN,10.12
CHNR,0.75
CHPT,1.4
CHR,2.6
CHRD,170.21
CHRO,1.27
CHRS,1.3709
CHRW,86.03
CHSCL,25.86
CHSCM,24.96
CHSCN,25.7
CHSCO,27.05
CHSCP,30.41
CHSN,2.7911
CHT,38.4127
CHTR,294.15
CHUY,24.92
CHW,6.85
CHWY,23.62
CHX,32.62
CHY,11.1374
CI,324.22
CIA,2.65
CIB,32.5609
CIEN,47.13
CIF,1.69
CIFR,4.5111
CIFRW,1.4301
CIG,1.73
CIGI,107.16
CII,19.94
CIK,2.96
CIM,12.5536
CINF,118.12
CING,0.3115
CINT,5.15
CIO,4.855
CION,12.15
CISO,0.555
CISS,1.31
CIVB,14.96
CIVI,68.6
CIX,23.36
CJET,0.28
CJJD,2.21
CKPT,2
CKX,12.94
CL,95.02
CLAR,6.22
CLB,19.99
CLBK,14.64
CLBR,10.27
CLBT,12.01
CLBTW,2.81
CLCO,11.6
CLDI,0.19
CLDT,8.34
CLDX,36.955
CLEU,2.79
CLF,15.32
CLFD,36
CLGN,4.95
CLH,217.36
CLIR,0.854
CLLS,1.88
CLM,7.7
CLMB,61.86
CLMT,15.9
CLNE,2.315
CLNN,0.32
CLNNW,0.0441
CLOE,12.15
CLOER,0.21
CLOV,1.185
CLPR,3.6166
CLPS,0.87
CLPT,5.11
CLRB,2.365
CLRC,11.53
CLRCW,0.0279
CLRO,0.6502
CLS,56.95
CLSD,1.21
CLSK,16.915
CLST,11.3213
CLVR,1.5
CLVRW,0.021
CLVT,5.42
CLW,46.06
CLWT,1.64
CLX,133.251
CM,47.11
CMA,50.435
CMAX,1.9513
CMBM,2.475
CMC,52.36
CMCA,11.02
CMCAW,0.0002
CMCL,9.49
CMCM,3.92
CMCO,33.29
CMCSA,37.77
CMCT,2.65
CME,195.99
CMG,60.46
CMI,266.81
CMLS,1.89
CMMB,0.9371
CMND,1.55
CMP,9.8
CMPO,6.81
CMPOW,0.43
CMPR,86.435
CMPS,5.86
CMPX,0.8694
CMRE,16.16
CMRX,0.86
CMS,58.57
CMSA,23.87
CMSC,23.93
CMSD,24.18
CMT,15.47
CMTG,7.89
CMTL,2.955
CMU,3.4
CNA,45.13
CNC,65.34
CNDA,10.5598
CNDT,3.26
CNET,0.73
CNEY,0.442
CNF,1.47
CNFR,0.8102
CNFRZ,23.67
CNGL,10.1699
CNGLW,0.0105
CNHI,11.405
CNI,116.69
CNK,21.3871
CNM,47.69
CNMD,65.885
CNNE,17.78
CNO,27.62
CNOB,18.9
CNOBP,20.2
CNP,30.45
CNQ,35.745
CNS,71.04
CNSL,4.38
CNSP,1.24
CNTA,8.7
CNTB,1.35
CNTG,0.3848
CNTX,1.7654
CNTY,2.5
CNVS,
CNX,24.16
CNXC,63.82
CNXN,63.795
COCH,2.18
COCHW,0.0598
COCO,27.12
COCP,2.35
CODA,5.96
CODI,21.4638
CODX,1.22
COE,10.5227
COEP,0.271
COF,138.725
COFS,27.8
COGT,8.07
COHN,8.29
COHR,71.65
COHU,32.39
COIN,226.3201
COKE,1090
COLB,19.65
COLD,25.6
COLL,32.03
COLM,76.58
COMM,1.13
COMP,3.38
CONN,0.515
COO,85.64
COOK,2.16
COOL,11.1
COOLU,11.2
COOLW,0.2
COOP,80
COOT,0.8606
COOTW,0.025
COP,113.33
COR,219.56
CORT,31.52
CORZ,9.65
CORZW,4.82
CORZZ,9.1713
COSM,0.995
COST,843.08
COTY,9.68
COUR,7.065
COYA,6.05
CP,77.615
CPA,92.43
CPAC,5.72
CPAY,264.87
CPB,45.06
CPBI,10.1
CPF,21.21
CPG,8.515
CPHC,21.5
CPHI,0.2485
CPIX,1.45
CPK,106.04
CPLP,16.9
CPNG,20.7305
CPOP,1.23
CPRI,33.07
CPRT,52.9
CPRX,15.61
CPS,11.82
CPSH,1.68
CPSS,9.65
CPT,108.54
CPTN,2.5
CPTNW,0.0111
CPZ,15.1089
CQP,48.7612
CR,140.95
CRAI,166.7232
CRBG,29.05
CRBP,47.76
CRBU,1.535
CRC,51.75
CRCT,5
CRDF,2.03
CRDL,1.9
CRDO,30.76
CREG,1.04
CRESW,0.39
CRESY,7.83
CREV,6.8384
CREX,4.2958
CRF,7.85
CRGO,2.2002
CRGOW,
CRGX,15.79
CRGY,11.795
CRH,71.175
CRI,61.28
CRIS,6.0679
CRK,10.23
CRKN,4
CRL,201.09
CRM,254.06
CRMD,4.1
CRML,9.78
CRMT,58.87
CRNC,2.83
CRNT,2.4601
CRNX,45.19
CRON,2.24
CROX,143.16
CRS,103.3702
CRSP,52.52
CRSR,10.305
CRT,9.81
CRTO,37.6201
CRUS,127.14
CRVL,250.79
CRVO,15.64
CRVS,1.75
CRWD,381.4696
CRWS,4.86
CSAN,9.45
CSBR,4.86
CSCO,46.9644
CSGP,73.67
CSGS,40.17
CSIQ,13.8
CSL,397.4701
CSLM,11.24
CSLR,1.26
CSLRW,
CSPI,15.05
CSQ,16.84
CSR,67.2
CSSE,0.1032
CSSEL,0.0051
CSSEN,0.59
CSSEP,0.385
CSTE,4.83
CSTL,20.86
CSTM,18.24
CSV,26.505
CSWC,26.0502
CSWCZ,25.85
CSWI,264
CSX,33.54
CTAS,689.28
CTBB,10.01
CTBI,43.23
CTCX,1.6515
CTDD,10.3
CTGO,17.9535
CTHR,1.6601
CTKB,5.58
CTLP,6.55
CTLT,55.985
CTM,0.191
CTMX,1.28
CTNM,20.485
CTNT,0.462
CTO,17.35
CTOS,4.155
CTR,40.16
CTRA,26.491
CTRE,25.07
CTRI,18.95
CTRM,4.5201
CTRN,18.98
CTS,49.14
CTSH,67.7
CTSO,0.74
CTV,1.54
CTVA,52.62
CTXR,0.5028
CUBA,2.32
CUBB,19.4001
CUBE,43.77
CUBI,48.34
CUE,1.0253
CUK,16.12
CULL,10.25
CULP,4.35
CURI,1.06
CURIW,0.0205
CURV,7.31
CUTR,1.35
CUZ,22.8
CVAC,3.28
CVBF,16.98
CVCO,335.7
CVE,19.87
CVEO,23.77
CVGI,4.75
CVGW,22.215
CVI,26.2
