853,COHU,"Cohu, Inc.",1.25B,26.62,-4.95%,564.57M
854,VIR,"Vir Biotechnology, Inc.",1.25B,9.21,-5.34%,79.60M
855,MRVI,"Maravai LifeSciences Holdings, Inc.",1.24B,9.37,-2.70%,274.10M
856,VBTX,"Veritex Holdings, Inc.",1.24B,22.75,-3.56%,365.22M
857,ACDC,ProFrac Holding Corp.,1.24B,7.74,-8.62%,2.35B
858,MOMO,Hello Group Inc.,1.23B,6.52,-1.66%,1.63B
859,WULF,TeraWulf Inc.,1.23B,3.67,-10.71%,100.13M
860,SAFT,"Safety Insurance Group, Inc.",1.22B,82.21,-1.25%,985.43M
861,DAWN,"Day One Biopharmaceuticals, Inc.",1.22B,13.92,-1.76%,-
862,JBSS,"Sanfilippo (John B.) & Son, Inc",1.21B,104.35,0.26%,1.03B
863,CDNA,"CareDx, Inc",1.21B,22.88,-2.97%,297.08M
864,OCUL,"Ocular Therapeutix, Inc.",1.21B,7.78,-3.59%,59.84M
865,QCRH,"QCR Holdings, Inc.",1.20B,71.49,-2.72%,337.02M
866,SABR,Sabre Corporation,1.20B,3.14,-4.27%,2.95B
867,AUTL,Autolus Therapeutics plc,1.20B,4.5,-0.22%,10.50M
868,IMTX,Immatics N.V.,1.20B,11.61,-1.69%,80.95M
869,INVA,"Innoviva, Inc.",1.19B,19.08,-1.09%,311.59M
870,MSEX,Middlesex Water Company,1.19B,66.86,1.41%,174.99M
871,COLL,"Collegium Pharmaceutical, Inc.",1.19B,36.36,-5.78%,566.92M
872,XNCR,"Xencor, Inc.",1.18B,19.18,-3.62%,162.18M
873,ADV,Advantage Solutions Inc.,1.18B,3.67,-4.18%,4.09B
874,DMLP,"Dorchester Minerals, L.P.",1.18B,29.46,-1.70%,154.61M
875,CENX,Century Aluminum Company,1.18B,12.71,-8.50%,2.12B
876,SCSC,"ScanSource, Inc.",1.17B,47.46,-3.58%,3.46B
877,LZ,"LegalZoom.com, Inc.",1.16B,6.15,-3.15%,669.01M
878,PCT,"PureCycle Technologies, Inc.",1.16B,7.03,-5.64%,-
879,PDFS,"PDF Solutions, Inc.",1.14B,29.78,-10.11%,166.39M
880,ADEA,Adeia Inc.,1.14B,10.51,-5.32%,354.89M
881,EVGO,"EVgo, Inc.",1.14B,3.77,4.14%,190.81M
882,PRTA,Prothena Corporation plc,1.14B,21.15,-5.20%,89.25M
883,FSUN,FirstSun Capital Bancorp,1.14B,41.4,-0.48%,341.70M
884,UDMY,"Udemy, Inc.",1.13B,7.41,-1.46%,749.35M
885,HTZ,"Hertz Global Holdings, Inc.",1.13B,3.7,-1.86%,9.40B
886,PTON,"Peloton Interactive, Inc.",1.13B,3.2,-3.61%,2.70B
887,FORTY,Formula Systems (1985) Ltd.,1.13B,73.5,-0.01%,2.65B
888,KALU,Kaiser Aluminum Corporation,1.13B,70.02,-6.45%,2.98B
889,CSWC,Capital Southwest Corporation,1.13B,24.55,-4.21%,178.14M
890,KARO,Karooooo Ltd.,1.12B,36.38,-5.09%,229.20M
891,HUT,Hut 8 Mining Corp.,1.12B,12.4,-10.79%,77.97M
892,ECPG,"Encore Capital Group, Inc.",1.12B,47.24,-2.21%,1.24B
893,DCBO,Docebo Inc.,1.12B,36.75,-2.93%,190.78M
894,SANA,"Sana Biotechnology, Inc.",1.12B,5.04,-5.97%,-
895,GABC,"German American Bancorp, Inc.",1.11B,37.54,-0.35%,245.18M
896,GIII,"G-III Apparel Group, Ltd.",1.11B,24.75,-7.16%,3.10B
897,GPRE,Green Plains Inc.,1.10B,17.03,-3.13%,3.06B
898,SILK,"Silk Road Medical, Inc",1.10B,27.02,-0.11%,185.49M
899,TWKS,"Thoughtworks Holding, Inc.",1.09B,3.39,-4.78%,1.07B
900,PEBO,Peoples Bancorp Inc.,1.09B,30.8,-3.75%,427.85M
901,ELVN,"Enliven Therapeutics, Inc.",1.09B,23.22,-5.99%,-
902,SHEN,Shenandoah Telecommunications Company,1.08B,19.82,-3.32%,284.94M
903,BCYC,Bicycle Therapeutics plc,1.08B,25.29,3.78%,41.61M
904,SGML,Sigma Lithium Corporation,1.08B,9.75,-6.52%,170.32M
905,HPH,Highest Performances Holdings Inc.,1.08B,3.55,-9.44%,11.51M
906,BMBL,Bumble Inc.,1.08B,8.52,-3.84%,1.08B
907,ATRC,"AtriCure, Inc.",1.07B,22.05,4.80%,429.95M
908,SGH,"SMART Global Holdings, Inc.",1.07B,20.26,-5.96%,1.02B
909,TBLA,Taboola.com Ltd.,1.07B,3.19,-3.33%,1.53B
910,ARQT,"Arcutis Biotherapeutics, Inc.",1.07B,9.25,-2.43%,106.39M
911,PFBC,Preferred Bank,1.06B,79.33,-3.53%,408.56M
912,HIMX,"Himax Technologies, Inc.",1.06B,6.08,-1.46%,908.77M
913,GOGO,Gogo Inc.,1.06B,8.35,-3.58%,403.30M
914,CRAI,"CRA International, Inc.",1.06B,153.28,0.63%,642.92M
915,GDYN,"Grid Dynamics Holdings, Inc.",1.06B,13.84,12.98%,312.65M
916,JACK,Jack in the Box Inc.,1.06B,54.56,-5.47%,1.62B
917,TYRA,"Tyra Biosciences, Inc.",1.06B,20.12,-6.46%,-
918,REAX,The Real Brokerage Inc.,1.05B,5.56,-2.63%,782.06M
919,RBCAA,"Republic Bancorp, Inc.",1.05B,60.65,-3.68%,313.72M
920,MXL,"MaxLinear, Inc.",1.05B,12.47,-7.36%,448.14M
921,AILE,iLearningEngines Inc.,1.05B,7.39,-0.94%,545.52M
922,BLFS,"BioLife Solutions, Inc.",1.04B,22.65,-3.04%,137.30M
923,GCT,GigaCloud Technology Inc.,1.04B,25.56,-6.85%,827.11M
924,TRVG,trivago N.V.,1.04B,2.05,-2.38%,504.89M
925,CALT,Calliditas Therapeutics AB (publ),1.04B,38.55,-,119.73M
926,SCVL,"Shoe Carnival, Inc.",1.04B,38.24,-4.90%,1.18B
927,IRWD,"Ironwood Pharmaceuticals, Inc.",1.04B,6.53,-0.91%,413.55M
928,EYE,"National Vision Holdings, Inc.",1.04B,13.2,-2.80%,2.11B
929,PLYA,Playa Hotels & Resorts N.V.,1.03B,7.77,-6.16%,1.00B
930,QNST,"QuinStreet, Inc.",1.03B,18.72,-1.89%,545.51M
931,ESTA,Establishment Labs Holdings Inc.,1.03B,37.59,-11.57%,155.79M
932,CMCO,Columbus McKinnon Corporation,1.03B,35.62,-3.39%,1.02B
933,CGEM,"Cullinan Oncology, Inc.",1.02B,17.76,-5.33%,-
934,BTDR,Bitdeer Technologies Group,1.02B,7.36,-11.49%,-
935,OPRA,Opera Limited,1.02B,11.5,-5.27%,411.65M
936,CLMT,"Calumet Specialty Products Partners, L.P.",1.02B,11.84,-6.48%,4.15B
937,ANGI,Angi Inc.,1.01B,2.02,-9.82%,1.27B
938,RLAY,"Relay Therapeutics, Inc.",1.01B,7.63,-4.51%,35.33M
939,CNTA,Centessa Pharmaceuticals plc,1.01B,10.07,-2.14%,6.85M
940,ULH,"Universal Logistics Holdings, Inc.",1.01B,38.4,-6.80%,1.72B
941,TILE,"Interface, Inc.",1.01B,17.34,4.84%,1.26B
942,PUBM,"PubMatic, Inc.",1.00B,20.04,-5.34%,278.31M
943,FIP,FTAI Infrastructure Inc.,999.65M,9.83,-1.99%,326.51M
944,AOSL,Alpha and Omega Semiconductor Limited,999.11M,34.81,-8.99%,657.50M
945,SBSI,"Southside Bancshares, Inc.",997.58M,32.96,-1.05%,240.49M
946,HDL,Super Hi International Holding Ltd.,995.41M,14.7,-2.71%,713.07M
947,CVII,Churchill Capital Corp VII,988.89M,10.8,-0.05%,-
948,SHLS,"Shoals Technologies Group, Inc.",988.44M,5.8,-6.90%,474.66M
949,TRNS,"Transcat, Inc.",983.97M,107.6,-3.11%,259.48M
950,ASTL,Algoma Steel Group Inc.,983.77M,9.45,-0.21%,2.06B
951,HUMA,"Humacyte, Inc.",982.44M,8.25,-4.29%,-
952,HTLD,"Heartland Express, Inc.",981.81M,12.42,-2.44%,1.15B
953,XPEL,"XPEL, Inc.",981.56M,35.52,-8.41%,400.56M
954,PCRX,"Pacira BioSciences, Inc.",980.66M,21.26,2.46%,690.31M
955,TNGX,"Tango Therapeutics, Inc.",978.71M,9.16,-3.07%,37.23M
956,ICHR,"Ichor Holdings, Ltd.",973.12M,29.07,-6.23%,786.63M
957,OCFC,OceanFirst Financial Corp.,971.71M,16.55,-4.22%,385.73M
958,PRAX,"Praxis Precision Medicines, Inc.",971.39M,56.78,-0.30%,2.20M
959,SSRM,SSR Mining Inc.,971.07M,4.81,-1.94%,1.23B
960,ATSG,"Air Transport Services Group, Inc.",970.08M,14.76,-1.60%,2.06B
961,ACMR,"ACM Research, Inc.",969.81M,15.64,-3.87%,635.66M
962,VRDN,"Viridian Therapeutics, Inc.",968.19M,15.17,-6.82%,288.00K
963,AMPL,"Amplitude, Inc.",967.42M,7.94,-3.17%,282.43M
964,CECO,CECO Environmental Corp.,966.31M,27.64,-3.05%,566.96M
965,TRS,TriMas Corporation,965.78M,23.76,-2.18%,912.50M
966,PGY,Pagaya Technologies Ltd.,962.12M,13.57,-3.96%,870.69M
967,UNIT,Uniti Group Inc.,961.19M,4.05,-0.74%,1.15B
968,SPRY,"ARS Pharmaceuticals, Inc.",959.26M,9.9,-5.62%,10.00K
969,CSIQ,Canadian Solar Inc.,958.87M,14.49,-7.35%,7.24B
970,HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,957.06M,2.86,-5.61%,1.22B
971,MDXG,"MiMedx Group, Inc.",948.39M,6.46,-3.29%,340.46M
972,OPK,"OPKO Health, Inc.",940.94M,1.35,-1.82%,799.60M
973,ERII,"Energy Recovery, Inc.",940.34M,16.29,-7.39%,133.51M
974,RPAY,Repay Holdings Corporation,938.05M,9.23,-1.39%,302.81M
975,CBRL,"Cracker Barrel Old Country Store, Inc.",933.38M,42.04,-5.34%,3.41B
976,BBSI,"Barrett Business Services, Inc.",932.12M,35.81,-2.32%,1.08B
977,RDWR,Radware Ltd.,930.18M,22.26,-0.18%,259.01M
978,PRAA,"PRA Group, Inc.",929.10M,23.61,-0.51%,902.67M
979,GYRE,"Gyre Therapeutics, Inc.",922.65M,10.79,-22.76%,140.62M
980,BHRB,Burke & Herbert Bank & Trust Company,912.70M,61.47,-4.39%,110.08M
981,NN,NextNav Inc.,912.13M,7.45,-4.73%,4.08M
982,GSM,Ferroglobe PLC,911.24M,4.85,-6.01%,1.64B
983,SEAT,Vivid Seats Inc.,909.51M,4.38,-5.19%,742.67M
984,PLSE,"Pulse Biosciences, Inc.",907.97M,14.83,-1.79%,-
985,FWRG,"First Watch Restaurant Group, Inc.",907.40M,15.03,-4.08%,922.59M
986,DCOM,"Dime Community Bancshares, Inc.",901.97M,23.04,-2.54%,328.39M
987,FMBH,"First Mid Bancshares, Inc.",901.85M,37.74,-1.15%,287.96M
988,SVC,Service Properties Trust,901.73M,5.44,-0.73%,1.88B
989,COGT,"Cogent Biosciences, Inc.",898.77M,9.4,0.43%,-
990,AMSF,"AMERISAFE, Inc.",897.54M,47.07,0.15%,309.08M
991,TH,Target Hospitality Corp.,897.48M,8.95,-3.24%,522.46M
992,SBGI,"Sinclair Broadcast Group, Inc.",896.05M,13.54,-7.45%,3.16B
993,ANAB,"AnaptysBio, Inc.",894.96M,32.76,-3.87%,22.96M
994,HSTM,"HealthStream, Inc.",889.44M,29.25,-2.11%,285.24M
995,CPLP,Capital Product Partners L.P.,885.41M,16,-0.37%,384.06M
996,TTGT,"TechTarget, Inc.",885.29M,31.01,-3.06%,224.49M
997,ATEC,"Alphatec Holdings, Inc.",884.90M,6.3,-5.12%,511.63M
998,AMAL,Amalgamated Financial Corp.,884.28M,28.97,-3.37%,285.13M
999,TCPC,BlackRock TCP Capital Corp.,884.16M,10.33,-2.36%,214.75M
1000,DGII,Digi International Inc.,,,,
1001,RDFN,Redfin Corporation,882.89M,7.39,-0.54%,988.07M
1002,PNTG,"The Pennant Group, Inc.",879.14M,29.26,-2.17%,575.34M
1003,SLN,Silence Therapeutics plc,877.96M,18.85,-4.75%,33.86M
1004,NRDS,"NerdWallet, Inc.",876.88M,11.28,-1.40%,599.00M
1005,ETNB,"89bio, Inc.",876.60M,8.91,-5.71%,-
1006,BFC,Bank First Corporation,876.28M,86.92,-3.00%,190.07M
1007,CRON,Cronos Group Inc.,874.81M,2.29,-2.55%,93.03M
1008,BRKL,"Brookline Bancorp, Inc.",874.72M,9.84,-2.19%,340.49M
1009,PHVS,Pharvaris N.V.,870.75M,16.18,1.51%,-
1010,INDI,"indie Semiconductor, Inc.",870.27M,5.18,-4.34%,235.07M
1011,BITF,Bitfarms Ltd.,868.92M,2.18,-11.38%,166.63M
1012,EOLS,"Evolus, Inc.",867.78M,13.86,-1.28%,237.26M
1013,BASE,"Couchbase, Inc.",867.34M,17.24,-3.96%,190.37M
1014,EMBC,Embecta Corp.,865.63M,15.01,-2.53%,1.13B
1015,MNRO,"Monro, Inc.",865.61M,28.93,-0.31%,1.24B
1016,EVER,"EverQuote, Inc.",862.06M,24.83,-4.08%,269.77M
1017,CTBI,"Community Trust Bancorp, Inc.",861.83M,47.81,-2.73%,223.55M
1018,PFC,Premier Financial Corp.,860.12M,24,-0.79%,299.87M
1019,ABCL,AbCellera Biologics Inc.,858.64M,2.92,-4.26%,35.79M
1020,CGBD,"Carlyle Secured Lending, Inc.",858.43M,16.9,-3.54%,245.26M
1021,LQDA,Liquidia Corporation,858.13M,11.23,-3.11%,15.97M
1022,GDEN,"Golden Entertainment, Inc.",856.59M,29.59,-4.46%,949.15M
1023,BELFA,Bel Fuse Inc.,855.93M,83.35,-6.57%,595.56M
1024,WEST,"Westrock Coffee Company, LLC",855.03M,9.55,-1.55%,851.77M
1025,IMOS,ChipMOS TECHNOLOGIES INC.,853.78M,23.48,-2.53%,694.96M
1026,CRML,Critical Metals Corp.,850.20M,9.38,-3.30%,-
1027,BELFB,Bel Fuse Inc.,846.51M,63.97,-7.60%,595.56M
1028,CFB,"CrossFirst Bankshares, Inc.",842.91M,17.1,-3.23%,233.32M
1029,ROOT,"Root, Inc.",840.51M,56.41,-2.30%,639.80M
1030,CNOB,"ConnectOne Bancorp, Inc.",838.73M,21.88,-4.87%,252.18M
1031,PLRX,"Pliant Therapeutics, Inc.",836.72M,13.87,-3.34%,248.00K
1032,HROW,"Harrow Health, Inc.",835.01M,23.6,-3.87%,138.68M
1033,FDMT,"4D Molecular Therapeutics, Inc.",831.91M,16.09,-6.40%,20.45M
1034,SCHL,Scholastic Corporation,831.15M,30.32,0.13%,1.59B
1035,CLOV,"Clover Health Investments, Corp.",829.05M,1.67,-7.22%,1.85B
1036,INNV,InnovAge Holding Corp.,828.17M,6.09,1.00%,741.33M
1037,IMNM,"Immunome, Inc.",826.97M,13.79,-8.49%,12.68M
1038,SDA,SunCar Technology Group Inc.,826.18M,9.21,0.66%,363.75M
1039,TARS,"Tarsus Pharmaceuticals, Inc.",824.77M,21.83,-6.83%,42.56M
1040,SLRC,SLR Investment Corp.,823.77M,15.1,-2.83%,233.86M
1041,MATW,Matthews International Corporation,818.42M,26.65,-4.99%,1.87B
1042,MNTK,"Montauk Renewables, Inc.",816.20M,5.68,-1.90%,194.54M
1043,KELYB,"Kelly Services, Inc.",815.54M,22.15,-,4.61B
1044,WGS,GeneDx Holdings Corp.,809.96M,30.07,-6.76%,243.66M
1045,AMRK,"A-Mark Precious Metals, Inc.",807.96M,35.29,-3.45%,10.29B
1046,DNTH,"Dianthus Therapeutics, Inc.",806.82M,27.49,-1.86%,2.26M
1047,ATRI,Atrion Corporation,806.59M,458.3,-,176.67M
1048,ALGT,Allegiant Travel Company,796.02M,43.66,-12.38%,2.52B
1049,DXPE,"DXP Enterprises, Inc.",795.94M,49.97,-3.20%,1.67B
1050,CTKB,"Cytek Biosciences, Inc.",795.51M,6.06,-5.46%,200.79M
1051,RMR,The RMR Group Inc.,795.17M,25.06,-0.95%,982.58M
1052,HCSG,"Healthcare Services Group, Inc.",793.27M,10.81,-2.88%,1.68B
1053,AMSC,American Superconductor Corporation,792.50M,21.42,-5.51%,145.64M
1054,WOOF,"Petco Health and Wellness Company, Inc.",791.68M,2.9,-8.52%,6.23B
1055,OLMA,"Olema Pharmaceuticals, Inc.",789.79M,14.12,-14.22%,-
1056,EH,EHang Holdings Limited,787.11M,11.86,-2.87%,21.80M
1057,AUPH,Aurinia Pharmaceuticals Inc.,786.60M,5.5,-1.96%,191.41M
1058,FCBC,"First Community Bankshares, Inc.",784.80M,42.76,-3.63%,160.78M
1059,DHC,Diversified Healthcare Trust,782.06M,3.25,-1.22%,1.44B
1060,HFWA,Heritage Financial Corporation,781.56M,22.53,-0.97%,220.50M
1061,NYAX,Nayax Ltd.,780.84M,21.47,2.04%,247.04M
1062,KELYA,"Kelly Services, Inc.",779.28M,21.93,-2.71%,4.61B
1063,UVSP,Univest Financial Corporation,778.57M,26.69,-1.26%,286.64M
1064,HSII,"Heidrick & Struggles International, Inc.",777.34M,38.26,-2.15%,1.08B
1065,CVAC,CureVac N.V.,773.86M,3.45,-3.63%,64.13M
1066,SLP,"Simulations Plus, Inc.",772.30M,38.6,-3.48%,66.98M
1067,AVO,"Mission Produce, Inc.",772.21M,10.89,-1.27%,1.08B
1068,CNDT,Conduent Incorporated,767.19M,3.75,-4.82%,3.72B
1069,CFFN,"Capitol Federal Financial, Inc.",764.55M,5.76,-2.62%,-42.45M
1070,HAYN,"Haynes International, Inc.",761.86M,59.6,-0.10%,604.31M
1071,ULCC,"Frontier Group Holdings, Inc.",759.22M,3.39,-9.36%,3.61B
1072,RAPP,"Rapport Therapeutics, Inc.",757.73M,22.08,7.71%,-
1073,ABVX,Abivax SA,757.29M,11.97,1.79%,5.13M
1074,STOK,"Stoke Therapeutics, Inc.",753.67M,14.46,-1.77%,7.85M
1075,AVAH,Aveanna Healthcare Holdings Inc.,752.20M,3.91,-6.01%,1.92B
1076,IGIC,International General Insurance Holdings Ltd.,751.93M,16.32,-4.67%,484.11M
1077,FLGT,"Fulgent Genetics, Inc.",749.90M,25.06,6.32%,287.53M
1078,NBBK,"NB Bancorp, Inc.",737.96M,17.28,-5.42%,134.78M
1079,HCKT,"The Hackett Group, Inc.",735.63M,26.64,-1.00%,302.55M
1080,ASTE,"Astec Industries, Inc.",730.08M,32.07,-4.18%,1.30B
1081,AVBP,"ArriVent BioPharma, Inc.",729.83M,21.79,1.35%,-
1082,WVE,Wave Life Sciences Ltd.,727.50M,5.94,-3.57%,112.91M
1083,ABL,"Abacus Life, Inc.",725.41M,9.61,-0.10%,77.68M
1084,MBUU,"Malibu Boats, Inc.",724.79M,35.46,-0.92%,1.04B
1085,MESO,Mesoblast Limited,721.26M,6.32,0.48%,7.25M
1086,ZYME,Zymeworks Inc.,721.19M,10.2,0.89%,50.46M
1087,SWBI,"Smith & Wesson Brands, Inc.",719.38M,15.79,-2.71%,535.83M
1088,MCBS,"MetroCity Bankshares, Inc.",719.11M,28.53,-3.81%,120.24M
1089,PAHC,Phibro Animal Health Corporation,718.53M,17.74,-4.16%,999.56M
1090,ARKO,Arko Corp.,716.46M,6.19,-3.58%,9.40B
1091,CRGX,"CARGO Therapeutics, Inc.",716.36M,15.62,-6.47%,-
1092,ATEX,Anterix Inc.,713.25M,38.41,-2.41%,4.19M
1093,MBWM,Mercantile Bank Corporation,711.09M,44.11,-4.36%,220.18M
1094,ERAS,"Erasca, Inc.",710.68M,2.74,-10.91%,-
1095,SCWX,SecureWorks Corp.,706.34M,7.99,0.88%,357.14M
1096,OSBC,"Old Second Bancorp, Inc.",705.87M,15.74,-2.84%,268.46M
1097,SDST,Stardust Power Inc.,705.26M,15.09,0.73%,-
1098,IMXI,"International Money Express, Inc.",705.02M,21.6,-3.14%,663.78M
1099,ABUS,Arbutus Biopharma Corporation,704.86M,3.74,-1.97%,12.99M
1100,KIDS,OrthoPediatrics Corp.,704.38M,29.56,-3.18%,161.83M
1101,ATRO,Astronics Corporation,702.93M,20.14,-7.70%,717.74M
1102,KRNT,Kornit Digital Ltd.,702.19M,14.71,-4.97%,215.78M
1103,ALMS,Alumis Inc.,701.82M,12.98,2.29%,-
1104,SPTN,SpartanNash Company,698.85M,20.62,-1.43%,9.63B
1105,TRIN,Trinity Capital Inc.,698.14M,14.11,-2.82%,190.77M
1106,HAIN,"The Hain Celestial Group, Inc.",695.39M,7.74,1.31%,1.77B
1107,SRRK,Scholar Rock Holding Corporation,694.66M,8.71,-3.86%,-
1108,STGW,Stagwell Inc.,691.76M,6.15,-2.54%,2.57B
1109,REPL,"Replimune Group, Inc.",690.05M,10.1,-1.17%,-
1110,BJRI,"BJ's Restaurants, Inc.",689.57M,29.49,-4.21%,1.33B
1111,IBCP,Independent Bank Corporation,685.39M,32.79,-1.97%,205.98M
1112,TVTX,"Travere Therapeutics, Inc.",685.16M,9,-2.60%,183.23M
1113,CDMO,"Avid Bioservices, Inc.",684.13M,10.76,2.77%,139.91M
1114,SVRA,Savara Inc.,684.05M,4.16,-8.37%,-
1115,CVLG,"Covenant Logistics Group, Inc.",682.73M,52.06,-3.43%,1.12B
1116,HBT,"HBT Financial, Inc.",679.22M,21.5,-3.59%,223.27M
1117,GSBC,"Great Southern Bancorp, Inc.",677.44M,58.11,-2.40%,216.95M
1118,VEON,VEON Ltd.,677.35M,28.01,1.12%,1.72B
1119,KC,Kingsoft Cloud Holdings Limited,675.53M,2.45,-1.61%,966.49M
1120,AMTB,Amerant Bancorp Inc.,674.99M,20.02,-5.48%,342.76M
1121,LPRO,Open Lending Corporation,674.47M,5.66,-3.90%,109.84M
1122,PHAT,"Phathom Pharmaceuticals, Inc.",673.74M,11.51,0.70%,2.59M
1123,APLT,"Applied Therapeutics, Inc.",673.03M,5.89,4.06%,-477.00K
1124,CCAP,"Crescent Capital BDC, Inc.",669.33M,18.06,-3.47%,195.21M
1125,CRSR,"Corsair Gaming, Inc.",666.04M,6.41,-18.76%,1.44B
1126,TIPT,Tiptree Inc.,663.68M,18.04,-1.15%,1.91B
1127,CCB,Coastal Financial Corporation,660.51M,49.22,-4.45%,266.54M
1128,ORIC,"ORIC Pharmaceuticals, Inc.",654.67M,9.71,-8.48%,-
1129,LQDT,"Liquidity Services, Inc.",653.85M,21.45,-2.41%,323.51M
1130,ADSE,ADS-TEC Energy PLC,650.52M,12.86,-,119.32M
1131,THRY,"Thryv Holdings, Inc.",649.61M,18.13,-3.20%,905.03M
1132,METCB,"Ramaco Resources, Inc.",649.47M,10.63,-4.32%,699.84M
1133,DSP,Viant Technology Inc.,647.64M,10.2,-10.84%,234.61M
1134,HBNC,"Horizon Bancorp, Inc.",647.62M,14.68,-2.85%,183.08M
1135,URGN,UroGen Pharma Ltd.,645.55M,15.68,-0.88%,84.30M
1136,LEGH,Legacy Housing Corporation,644.39M,26.5,-3.99%,179.53M
1137,RGNX,REGENXBIO Inc.,642.30M,13.04,-2.03%,86.73M
1138,LAZR,"Luminar Technologies, Inc.",641.70M,1.44,-4.64%,76.24M
1139,METC,"Ramaco Resources, Inc.",641.38M,12.37,-5.72%,699.84M
1140,ORRF,"Orrstown Financial Services, Inc.",640.17M,33.25,-2.15%,130.45M
1141,DMRC,Digimarc Corporation,639.28M,29.91,-4.71%,36.95M
1142,CHUY,"Chuy's Holdings, Inc.",639.07M,37.09,-,459.28M
1143,TREE,"LendingTree, Inc.",638.68M,47.87,3.41%,667.45M
1144,DAKT,"Daktronics, Inc.",638.43M,13.79,-5.55%,818.08M
1145,BIOX,Bioceres Crop Solutions Corp.,635.82M,10.12,-6.38%,441.98M
1146,ADPT,Adaptive Biotechnologies Corporation,633.68M,4.3,-3.37%,174.50M
1147,EU,enCore Energy Corp.,633.62M,3.43,-5.51%,30.39M
1148,TRST,TrustCo Bank Corp NY,632.75M,33.26,-3.48%,178.40M
1149,WRLD,World Acceptance Corporation,631.72M,107.95,-8.52%,573.21M
1150,ANNX,"Annexon, Inc.",629.32M,5.97,-2.13%,-
1151,CMPO,"CompoSecure, Inc.",625.39M,7.76,-2.14%,399.32M
1152,HA,"Hawaiian Holdings, Inc.",624.64M,12.01,0.50%,2.75B
1153,XMTR,"Xometry, Inc.",623.17M,12.77,-6.38%,480.77M
1154,VMEO,"Vimeo, Inc.",622.90M,3.68,-3.41%,418.54M
1155,STKL,SunOpta Inc.,621.76M,5.21,-0.76%,724.82M
1156,APLD,Applied Digital Corporation,621.38M,4.24,-5.57%,143.91M
1157,GHRS,GH Research PLC,620.17M,11.92,-3.33%,-
1158,PETQ,"PetIQ, Inc.",619.93M,21,-2.05%,1.12B
1159,LMB,"Limbach Holdings, Inc.",619.88M,55.43,-6.92%,514.32M
1160,CRESY,Cresud S.A.C.I.F. y A.,619.15M,7.36,-2.65%,743.19M
1161,SIGA,"SIGA Technologies, Inc.",618.77M,8.7,-5.84%,157.02M
1162,CSTL,"Castle Biosciences, Inc.",615.09M,22.28,-3.30%,250.73M
1163,LENZ,"LENZ Therapeutics, Inc.",613.34M,24.02,-2.40%,-
1164,LXRX,"Lexicon Pharmaceuticals, Inc.",612.73M,1.7,-16.09%,2.31M
1165,LVRO,Lavoro Limited,612.19M,5.25,-3.14%,1.85B
1166,PLPC,Preformed Line Products Company,611.95M,124.43,-2.18%,628.76M
1167,LAB,Standard BioTools Inc.,611.19M,1.65,16.20%,126.76M
1168,WLFC,Willis Lease Finance Corporation,610.19M,92.84,-9.51%,448.10M
1169,FDUS,Fidus Investment Corporation,608.99M,19.3,-0.57%,135.71M
1170,EZPW,"EZCORP, Inc.",608.21M,11.07,5.53%,1.14B
1171,SIBN,"SI-BONE, Inc.",607.77M,14.75,-0.61%,144.05M
1172,BLDP,Ballard Power Systems Inc.,607.76M,2.03,-5.14%,103.48M
1173,CELC,Celcuity Inc.,606.55M,17.28,-3.68%,-
1174,KRUS,"Kura Sushi USA, Inc.",605.93M,53.89,-3.00%,226.78M
1175,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",605.51M,56.66,-4.08%,-
1176,HTBK,Heritage Commerce Corp,603.37M,9.85,-2.57%,181.44M
1177,EGBN,"Eagle Bancorp, Inc.",600.77M,19.9,-1.29%,251.76M
1178,ITOS,"iTeos Therapeutics, Inc.",598.56M,16.57,-5.10%,-
1179,NRC,National Research Corporation,596.45M,24.98,-4.55%,147.42M
1180,NVTS,Navitas Semiconductor Corporation,595.08M,3.25,-3.56%,89.27M
1181,CCRN,"Cross Country Healthcare, Inc.",594.98M,17.11,-2.51%,1.78B
1182,FLWS,"1-800-FLOWERS.COM, Inc.",594.59M,9.26,-5.99%,1.87B
1183,SMBC,"Southern Missouri Bancorp, Inc.",594.11M,52.32,-2.46%,163.14M
1184,FULC,"Fulcrum Therapeutics, Inc.",593.57M,9.55,5.99%,81.63M
1185,YORW,The York Water Company,589.28M,41.08,-0.19%,73.26M
1186,SRDX,"Surmodics, Inc.",588.31M,41.24,-0.17%,120.82M
1187,PRME,"Prime Medicine, Inc.",588.15M,4.9,-5.59%,591.00K
1188,GOOD,Gladstone Commercial Corporation,587.60M,14.67,-1.41%,146.75M
1189,MLYS,"Mineralys Therapeutics, Inc.",587.34M,11.83,-1.83%,-
1190,TIGR,UP Fintech Holding Limited,586.77M,3.74,-3.86%,231.79M
1191,SAGE,"Sage Therapeutics, Inc.",586.08M,9.6,-1.64%,91.06M
1192,EXAI,Exscientia plc,586.00M,4.64,0.87%,25.14M
1193,MITK,"Mitek Systems, Inc.",584.88M,12.5,-4.36%,164.61M
1194,MNMD,Mind Medicine (MindMed) Inc.,584.53M,8.11,-3.22%,-
1195,BFST,"Business First Bancshares, Inc.",582.98M,22.86,-5.42%,249.10M
1196,BWMN,Bowman Consulting Group Ltd.,581.58M,32.92,-3.01%,365.06M
