1665,RZLT,"Rezolute, Inc.",220.96M,4.3,-2.49%,-
1666,CHMG,Chemung Financial Corporation,220.89M,46.48,-2.33%,96.44M
1667,NKTR,Nektar Therapeutics,220.82M,1.2,-5.51%,90.17M
1668,MACI,Melar Acquisition Corp. I,220.39M,10,-,-
1669,INSE,"Inspired Entertainment, Inc.",220.01M,8.28,-5.80%,321.20M
1670,NWFL,Norwood Financial Corp.,218.82M,27.02,-3.08%,64.28M
1671,FTEL,Fitell Corporation,218.51M,19.65,0.98%,3.87M
1672,ALCO,"Alico, Inc.",218.13M,28.61,-2.09%,40.06M
1673,RCKY,"Rocky Brands, Inc.",218.09M,29.38,-8.84%,464.29M
1674,OVLY,Oak Valley Bancorp,217.35M,26,-1.44%,78.57M
1675,BRLT,"Brilliant Earth Group, Inc.",217.25M,2.22,-6.33%,446.02M
1676,PKBK,"Parke Bancorp, Inc.",215.57M,18.02,-2.70%,66.54M
1677,PIII,P3 Health Partners Inc.,214.63M,0.6,-1.64%,1.35B
1678,SWKH,SWK Holdings Corporation,214.53M,17.2,-0.35%,40.13M
1679,BLUE,"bluebird bio, Inc.",213.94M,1.11,2.78%,21.73M
1680,RCEL,"AVITA Medical, Inc.",212.85M,8.25,-5.44%,51.50M
1681,FREE,"Whole Earth Brands, Inc.",212.25M,4.87,-0.20%,548.00M
1682,RGCO,"RGC Resources, Inc.",211.56M,20.78,-3.53%,83.21M
1683,MVIS,"MicroVision, Inc.",210.79M,1.02,4.07%,7.43M
1684,TSVT,"2seventy bio, Inc.",210.76M,4.1,-4.21%,71.20M
1685,GPRO,"GoPro, Inc.",210.72M,1.36,-5.56%,986.21M
1686,NVX,Novonix Limited,210.64M,1.71,-6.04%,8.05M
1687,ARQ,"Arq, Inc.",210.11M,5.83,-5.97%,100.12M
1688,DOGZ,Dogness (International) Corporation,210.06M,16.5,4.56%,13.86M
1689,BWFG,"Bankwell Financial Group, Inc.",209.86M,26.57,-0.23%,90.58M
1690,MOND,"Mondee Holdings, Inc.",209.83M,2.39,-11.81%,231.42M
1691,EPIX,ESSA Pharma Inc.,209.39M,4.72,-8.17%,-
1692,CDXC,ChromaDex Corporation,209.24M,2.77,1.09%,83.17M
1693,SHMD,SCHMID Group N.V.,208.98M,4.48,-1.54%,90.25M
1694,ALDX,"Aldeyra Therapeutics, Inc.",208.84M,3.52,-5.26%,-
1695,GTHX,"G1 Therapeutics, Inc.",208.08M,3.98,-5.24%,84.04M
1696,STRS,Stratus Properties Inc.,207.66M,25.71,-1.34%,37.98M
1697,KVAC,Keen Vision Acquisition Corporation,207.22M,10.7,0.14%,-
1698,BMEA,"Biomea Fusion, Inc.",206.40M,5.7,-0.87%,-
1699,INBX,"Inhibrx, Inc.",205.99M,14.23,-2.33%,-
1700,SMLR,"Semler Scientific, Inc.",205.62M,29.1,-3.42%,65.88M
1701,IVCB,Investcorp Europe Acquisition Corp I,204.96M,11.38,-,-
1702,IONR,ioneer Ltd,204.39M,3.38,-4.55%,-
1703,XBIT,XBiotech Inc.,204.07M,6.7,-8.22%,-
1704,PYXS,"Pyxis Oncology, Inc.",203.17M,3.45,-6.50%,16.15M
1705,APPS,"Digital Turbine, Inc.",203.13M,1.98,-10.41%,544.48M
1706,GHIX,"Gores Holdings IX, Inc.",202.85M,10.61,-0.28%,-
1707,TRVI,"Trevi Therapeutics, Inc.",202.50M,2.88,-7.26%,-
1708,TDUP,ThredUp Inc.,202.32M,1.84,-10.49%,325.69M
1709,GOSS,"Gossamer Bio, Inc.",201.83M,0.89,1.39%,-
1710,PBPB,Potbelly Corporation,201.43M,6.75,-4.93%,484.29M
1711,INGN,"Inogen, Inc.",201.35M,8.54,-6.15%,321.52M
1712,EGAN,eGain Corporation,201.33M,6.75,-2.32%,94.98M
1713,NWTN,NWTN Inc.,200.33M,0.7,-21.75%,583.00K
1714,GNFT,Genfit S.A.,200.03M,4.02,-4.06%,42.42M
1715,NPCE,"NeuroPace, Inc.",199.94M,6.95,-3.74%,69.07M
1716,FVCB,"FVCBankcorp, Inc.",198.91M,11.06,-4.08%,44.94M
1717,GAUZ,Gauzy Ltd.,198.74M,10.43,-,85.28M
1718,BTOC,Armlogi Holding Corp.,198.43M,4.77,-4.22%,169.77M
1719,TKNO,"Alpha Teknova, Inc.",197.94M,3.72,4.79%,36.85M
1720,LCNB,LCNB Corp.,197.86M,13.99,-4.18%,69.80M
1721,GBIO,Generation Bio Co.,197.59M,2.97,-6.01%,9.96M
1722,CSTE,Caesarstone Ltd.,197.55M,5.72,-6.69%,532.89M
1723,VABK,Virginia National Bankshares Corporation,197.49M,36.77,-2.54%,54.54M
1724,MRSN,"Mersana Therapeutics, Inc.",197.00M,1.61,-10.56%,38.30M
1725,DXLG,"Destination XL Group, Inc.",196.25M,3.37,-5.34%,511.86M
1726,BCBP,"BCB Bancorp, Inc.",195.52M,11.53,-3.35%,100.03M
1727,POWW,"AMMO, Inc.",194.76M,1.64,-6.29%,145.05M
1728,FFNW,"First Financial Northwest, Inc.",193.67M,21.11,0.05%,41.80M
1729,MBCN,Middlefield Banc Corp.,193.53M,23.99,-3.15%,68.12M
1730,BYRN,Byrna Technologies Inc.,193.38M,8.49,-6.70%,59.65M
1731,ME,23andMe Holding Co.,193.37M,0.38,-0.26%,219.64M
1732,SKIN,The Beauty Health Company,192.87M,1.56,-8.24%,393.12M
1733,ABEO,Abeona Therapeutics Inc.,192.52M,4.7,-2.29%,3.50M
1734,SEVN,Seven Hills Realty Trust,192.49M,12.98,-1.07%,54.21M
1735,CRBU,"Caribou Biosciences, Inc.",192.38M,2.13,-4.91%,33.40M
1736,PNRG,PrimeEnergy Resources Corporation,190.98M,107,-7.36%,153.15M
1737,CLPT,"ClearPoint Neuro, Inc.",190.85M,6.96,2.35%,26.16M
1738,JYNT,The Joint Corp.,190.62M,12.73,-4.00%,119.12M
1739,CLAR,Clarus Corporation,190.34M,4.97,-13.86%,257.95M
1740,SPWR,SunPower Corporation,190.08M,0.88,2.58%,1.83B
1741,MCRB,"Seres Therapeutics, Inc.",189.31M,1.25,-0.79%,126.85M
1742,YIBO,Planet Image International Limited,188.59M,3.5,-10.49%,150.22M
1743,OXSQ,Oxford Square Capital Corp.,188.12M,3,-,49.56M
1744,SNFCA,Security National Financial Corporation,187.89M,7.83,-1.51%,320.18M
1745,PESI,"Perma-Fix Environmental Services, Inc.",187.72M,11.89,-1.65%,83.25M
1746,SHIP,Seanergy Maritime Holdings Corp.,187.22M,9.01,-1.74%,110.23M
1747,SMXT,Solarmax Technology Inc.,187.13M,4.16,-2.35%,47.03M
1748,PSNL,"Personalis, Inc.",186.98M,3.6,0.84%,74.15M
1749,CFFI,C&F Financial Corporation,186.83M,55.64,-1.52%,115.85M
1750,PRCH,"Porch Group, Inc.",186.47M,1.88,-3.09%,458.38M
1751,CRVS,"Corvus Pharmaceuticals, Inc.",186.40M,2.98,-0.33%,-
1752,ESCA,"Escalade, Incorporated",185.96M,13.4,-5.43%,258.69M
1753,BDSX,"Biodesix, Inc.",185.79M,1.62,-0.61%,54.85M
1754,ITI,"Iteris, Inc.",185.65M,4.32,-5.05%,171.99M
1755,SSTI,SoundThinking Inc,185.63M,14.51,0.07%,97.51M
1756,IVCA,Investcorp India Acquisition Corp,185.34M,11.4,-0.09%,-
1757,GLSI,"Greenwich LifeSciences, Inc.",184.96M,14.36,-7.30%,-
1758,MFIN,Medallion Financial Corp.,184.91M,7.91,-0.75%,156.08M
1759,EM,Smart Share Global Limited,184.84M,0.74,3.36%,351.81M
1760,PBYI,"Puma Biotechnology, Inc.",184.75M,3.83,9.43%,226.63M
1761,UBXG,U-BX Technology Ltd.,184.68M,6.23,9.11%,67.13M
1762,TWIN,"Twin Disc, Incorporated",184.61M,13.19,-2.80%,294.63M
1763,FUNC,First United Corporation,183.04M,27.53,-1.08%,69.09M
1764,IHRT,"iHeartMedia, Inc.",182.71M,1.48,-13.95%,3.74B
1765,FLXS,"Flexsteel Industries, Inc.",182.53M,35.4,-3.07%,407.75M
1766,PVBC,"Provident Bancorp, Inc.",182.39M,10.33,-1.62%,69.35M
1767,AFCG,"AFC Gamma, Inc.",181.04M,8.76,-0.23%,62.10M
1768,OM,"Outset Medical, Inc.",181.03M,3.5,-,125.08M
1769,CPSS,"Consumer Portfolio Services, Inc.",180.99M,8.61,-8.89%,360.66M
1770,MHLD,"Maiden Holdings, Ltd.",180.88M,1.81,-3.99%,98.65M
1771,SGMO,"Sangamo Therapeutics, Inc.",180.78M,0.87,23.61%,18.76M
1772,POET,POET Technologies Inc.,180.77M,2.78,-5.12%,293.65K
1773,PTMN,Portman Ridge Finance Corporation,180.49M,19.4,-1.50%,72.51M
1774,ULBI,Ultralife Corporation,179.70M,10.81,-2.70%,168.95M
1775,ABOS,"Acumen Pharmaceuticals, Inc.",179.64M,2.99,-7.43%,-
1776,VRA,"Vera Bradley, Inc.",179.29M,6.08,-7.18%,457.03M
1777,TUSK,"Mammoth Energy Services, Inc.",179.03M,3.72,-5.34%,236.36M
1778,NNBR,"NN, Inc.",178.02M,3.56,-5.07%,483.38M
1779,SOWG,Sow Good Inc.,177.80M,17.53,-4.47%,27.28M
1780,CVRX,"CVRx, Inc.",177.73M,8.23,-0.84%,42.09M
1781,OPBK,OP Bancorp,177.53M,11.87,-0.50%,78.11M
1782,RMNI,"Rimini Street, Inc.",177.32M,1.96,-4.63%,429.43M
1783,PLL,Piedmont Lithium Inc.,176.84M,9.13,-1.72%,53.22M
1784,LCUT,"Lifetime Brands, Inc.",176.81M,8.01,-4.64%,683.49M
1785,FLL,"Full House Resorts, Inc.",176.65M,5.1,-5.20%,260.88M
1786,HCVI,Hennessy Capital Investment Corp. VI,176.63M,10.62,-0.10%,-
1787,EDAP,EDAP TMS S.A.,176.61M,4.76,-1.86%,65.80M
1788,AGBA,AGBA Acquisition Limited,176.56M,2.16,8.54%,50.77M
1789,OPRX,OptimizeRx Corporation,176.30M,9.65,-8.01%,78.21M
1790,SMID,Smith-Midland Corporation,174.79M,33,-2.22%,63.49M
1791,BAER,"Bridger Aerospace Group Holdings, Inc.",174.36M,3.28,-4.93%,71.85M
1792,FBLG,"FibroBiologics, Inc.",173.95M,4.87,-3.18%,-
1793,ESSA,"ESSA Bancorp, Inc.",173.76M,17.15,-4.30%,68.88M
1794,IPHA,Innate Pharma S.A.,173.64M,2.18,0.46%,68.49M
1795,STTK,"Shattuck Labs, Inc.",173.56M,3.65,-3.18%,2.72M
1796,LFCR,"Lifecore Biomedical, Inc.",173.15M,5.61,-6.97%,103.27M
1797,EML,The Eastern Company,172.48M,27.67,-3.82%,268.89M
1798,CNTX,Context Therapeutics Inc.,171.75M,2.29,2.69%,-
1799,OTLK,"Outlook Therapeutics, Inc.",171.56M,7.33,-0.95%,-
1800,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,171.12M,10.5,0.77%,-
1801,SKGR,SK Growth Opportunities Corporation,171.02M,11.18,-0.09%,-
1802,TOYO,"TOYO Co., Ltd",170.55M,3.7,27.15%,62.38M
1803,STHO,Star Holdings,170.49M,12.8,-2.81%,131.70M
1804,KLTR,"Kaltura, Inc.",170.42M,1.16,-7.94%,176.68M
1805,TPIC,"TPI Composites, Inc.",170.41M,3.59,-16.12%,1.35B
1806,RIGL,"Rigel Pharmaceuticals, Inc.",170.32M,9.7,-3.29%,120.35M
1807,BRKH,Burtech Acquisition Corp.,169.97M,11.13,-0.62%,-
1808,ATLO,Ames National Corporation,169.95M,18.9,-5.36%,52.32M
1809,HQI,"HireQuest, Inc.",169.26M,12.09,-8.20%,36.44M
1810,PWOD,"Penns Woods Bancorp, Inc.",168.36M,22.36,-1.89%,64.40M
1811,SANG,Sangoma Technologies Corporation,168.33M,5.05,-4.72%,250.03M
1812,MASS,908 Devices Inc.,168.29M,4.88,-3.94%,50.73M
1813,LGCL,Lucas GC Limited,168.14M,2.09,-5.43%,205.88M
1814,NKSH,"National Bankshares, Inc.",167.62M,28.44,-1.42%,45.21M
1815,WNEB,"Western New England Bancorp, Inc.",167.61M,7.75,-2.15%,74.63M
1816,LAKE,"Lakeland Industries, Inc.",167.52M,22.65,-2.87%,132.30M
1817,DIBS,"1stdibs.Com, Inc.",166.95M,4.24,-2.30%,84.57M
1818,ISTR,Investar Holding Corporation,166.31M,16.92,-3.42%,83.58M
1819,PITA,Heramba Electric plc.,166.28M,3.7,-2.89%,-
1820,QRHC,Quest Resource Holding Corporation,166.09M,8.2,-1.91%,286.92M
1821,CVGI,"Commercial Vehicle Group, Inc.",166.04M,4.83,-5.29%,964.04M
1822,IPSC,"Century Therapeutics, Inc.",165.62M,1.96,-6.22%,1.37M
1823,HFFG,HF Foods Group Inc.,164.15M,3.12,-10.09%,1.15B
1824,CTXR,"Citius Pharmaceuticals, Inc.",163.78M,0.91,0.12%,-
1825,SCPH,scPharmaceuticals Inc.,162.97M,4.52,-5.64%,17.63M
1826,ARBE,Arbe Robotics Ltd.,162.70M,2.08,-0.48%,1.25M
1827,MDIA,MediaCo Holding Inc.,162.53M,3.48,-0.57%,31.76M
1828,LWAY,"Lifeway Foods, Inc.",162.52M,11.05,-6.12%,166.85M
1829,MDWD,MediWound Ltd.,162.28M,17.48,0.11%,19.85M
1830,TLSI,"TriSalus Life Sciences, Inc.",162.15M,5.54,-4.48%,21.98M
1831,ALCY,Alchemy Investments Acquisition Corp 1,161.68M,10.8,0.19%,-
1832,INMB,"INmune Bio, Inc.",161.62M,8.17,3.29%,131.00K
1833,MCAA,Mountain & Co. I Acquisition Corp.,161.13M,11.63,0.09%,-
1834,CADL,"Candel Therapeutics, Inc.",160.98M,5.41,-2.35%,-
1835,KNDI,"Kandi Technologies Group, Inc.",160.74M,1.84,-2.65%,123.60M
1836,RELL,"Richardson Electronics, Ltd.",160.69M,11.42,-2.73%,207.92M
1837,BVFL,"BV Financial, Inc.",160.63M,14.12,-1.16%,37.55M
1838,MRCC,Monroe Capital Corporation,160.55M,7.42,-0.07%,62.68M
1839,ACHV,"Achieve Life Sciences, Inc.",160.03M,4.66,-2.20%,-
1840,MYFW,"First Western Financial, Inc.",160.00M,16.63,-3.57%,80.28M
1841,FINW,FinWise Bancorp,159.92M,12.5,-0.79%,66.36M
1842,PEBK,"Peoples Bancorp of North Carolina, Inc.",159.84M,30.21,-2.11%,77.59M
1843,QIPT,Quipt Home Medical Corp.,159.22M,3.74,-2.09%,252.12M
1844,FCCO,First Community Corporation,158.89M,20.81,-2.76%,58.45M
1845,ARAY,Accuray Incorporated,158.79M,1.6,-5.33%,430.55M
1846,III,"Information Services Group, Inc.",158.65M,3.26,-1.51%,276.84M
1847,TBRG,"TruBridge, Inc.",158.18M,10.54,-2.59%,336.45M
1848,AHG,Akso Health Group,158.04M,0.88,-7.38%,2.20M
1849,FENC,Fennec Pharmaceuticals Inc.,157.41M,5.76,-8.13%,44.95M
1850,MAMO,Massimo Group,157.35M,3.73,-2.86%,126.35M
1851,IBAC,IB Acquisition Corp.,157.33M,9.99,-0.40%,-
1852,EMLD,FTAC Emerald Acquisition Corp.,157.27M,10.96,-0.09%,-
1853,CGEN,Compugen Ltd.,156.68M,1.75,-3.85%,-
1854,HOFT,Hooker Furnishings Corporation,156.28M,14.63,-2.79%,404.98M
1855,ZEO,Zeo Energy Corp.,155.93M,3.71,4.51%,80.74M
1856,CHRS,"Coherus BioSciences, Inc.",154.88M,1.35,-5.59%,301.87M
1857,LVO,"LiveOne, Inc.",154.37M,1.56,-3.41%,118.44M
1858,ESHA,ESH Acquisition Corp.,154.25M,10.52,-0.28%,-
1859,RGTI,"Rigetti Computing, Inc.",154.25M,0.9,-5.36%,12.86M
1860,OGI,OrganiGram Holdings Inc.,154.02M,1.49,-5.10%,-
1861,RDCM,RADCOM Ltd.,153.94M,9.75,-1.52%,53.70M
1862,ATOS,"Atossa Therapeutics, Inc.",153.42M,1.22,-5.43%,-
1863,SAMG,Silvercrest Asset Management Group Inc.,152.85M,16.12,-5.68%,118.25M
1864,SHIM,Shimmick Corporation,152.60M,4.94,49.24%,588.74M
1865,SKYE,"Skye Bioscience, Inc.",152.41M,5.43,-0.91%,-
1866,ALAR,Alarum Technologies Ltd.,152.25M,21,-5.06%,29.22M
1867,NIU,Niu Technologies,151.19M,1.91,-1.55%,380.45M
1868,RFAI,RF Acquisition Corp II,151.03M,10.06,-0.10%,-
1869,CLLS,Cellectis S.A.,150.68M,2.1,-2.78%,12.13M
1870,TAYD,"Taylor Devices, Inc.",150.37M,48.6,-1.96%,43.24M
1871,MMLP,Martin Midstream Partners L.P.,149.76M,3.84,-1.29%,723.16M
1872,DTI,Drilling Tools International Corp.,149.44M,5.02,-7.89%,148.21M
1873,ALXO,ALX Oncology Holdings Inc.,149.01M,2.86,2.14%,-
1874,FSFG,"First Savings Financial Group, Inc.",148.88M,21.63,0.37%,75.84M
1875,VIGL,"Vigil Neuroscience, Inc.",148.46M,3.95,-1.50%,-
1876,ADVM,"Adverum Biotechnologies, Inc.",148.41M,7.15,-5.55%,-
1877,ATLX,Atlas Lithium Corporation,148.02M,10,-6.80%,186.71K
1878,OPTN,"OptiNose, Inc.",147.74M,1.02,-1.92%,74.02M
1879,BFIN,BankFinancial Corporation,147.41M,11.83,0.25%,56.14M
1880,DRTS,Alpha Tau Medical Ltd.,147.27M,2.12,0.47%,-
1881,VTYX,"Ventyx Biosciences, Inc.",146.64M,2.08,-7.14%,-
1882,CTRN,"Citi Trends, Inc.",146.33M,17.03,-5.63%,754.54M
1883,SYRS,"Syros Pharmaceuticals, Inc.",146.20M,5.47,-3.53%,4.15M
1884,SCWO,"374Water, Inc.",145.94M,1.1,-4.35%,257.77K
1885,VOXR,Vox Royalty Corp.,145.68M,2.92,-,11.61M
1886,KEQU,Kewaunee Scientific Corporation,145.61M,51.27,-6.36%,203.76M
1887,DLHC,DLH Holdings Corp.,145.46M,10.22,-1.64%,402.59M
1888,BRLS,Borealis Foods Inc.,145.38M,6.8,-20.00%,22.94M
1889,FEBO,Fenbo Holdings Limited,145.36M,12.62,-4.54%,15.25M
1890,PRQR,ProQR Therapeutics N.V.,145.36M,1.78,-2.20%,14.66M
1891,STKS,"The ONE Group Hospitality, Inc.",145.16M,4.61,-3.76%,335.21M
1892,RCAT,"Red Cat Holdings, Inc.",144.85M,1.95,-7.58%,13.73M
1893,BCSA,Blockchain Coinvestors Acquisition Corp. I,144.74M,11.22,0.35%,-
1894,REKR,"Rekor Systems, Inc.",144.24M,1.63,-2.40%,38.53M
1895,RCMT,"RCM Technologies, Inc.",144.21M,18.6,-3.58%,268.05M
1896,UEIC,Universal Electronics Inc.,143.86M,11.16,-5.18%,403.98M
1897,LTRX,"Lantronix, Inc.",142.43M,3.79,-5.01%,146.18M
1898,ASPI,ASP Isotopes Inc.,142.41M,2.16,-10.00%,1.27M
1899,FRAF,Franklin Financial Services Corporation,142.24M,32.36,-2.59%,67.52M
1900,HWBK,"Hawthorn Bancshares, Inc.",142.14M,20.3,-5.54%,65.89M
1901,RANI,"Rani Therapeutics Holdings, Inc.",142.10M,2.67,-1.84%,-
1902,FTLF,"FitLife Brands, Inc.",142.04M,30.89,-3.59%,58.51M
1903,CSPI,CSP Inc.,142.02M,14.56,-3.58%,62.12M
1904,ISRL,Israel Acquisitions Corp,141.98M,11.08,-0.09%,-
1905,DMAC,DiaMedica Therapeutics Inc.,141.48M,3.31,-4.06%,-
1906,VXRT,"Vaxart, Inc.",141.00M,0.62,-5.95%,8.89M
1907,KOD,Kodiak Sciences Inc.,140.79M,2.68,-7.27%,-
1908,RPTX,Repare Therapeutics Inc.,139.65M,3.29,-3.52%,97.86M
1909,HITI,High Tide Inc.,139.17M,1.73,-4.95%,503.78M
1910,CRDL,Cardiol Therapeutics Inc.,138.69M,2.01,-3.37%,-
1911,TATT,TAT Technologies Ltd.,138.16M,13.61,-5.09%,122.66M
1912,QUIK,QuickLogic Corporation,137.75M,9.55,-5.63%,23.07M
1913,GALT,Galectin Therapeutics Inc.,137.66M,2.22,-0.89%,-
1914,AMLX,"Amylyx Pharmaceuticals, Inc.",137.37M,2.02,-2.42%,398.00M
1915,EXFY,"Expensify, Inc.",137.36M,1.59,-6.47%,144.12M
1916,BANX,ArrowMark Financial Corp.,137.28M,19.22,-0.72%,-
1917,CMPX,"Compass Therapeutics, Inc.",136.97M,1,-0.06%,-
1918,SUUN,SolarBank Corporation,136.91M,5.02,-8.56%,43.86M
1919,EUDA,EUDA Health Holdings Limited,136.65M,3.9,5.41%,3.71M
1920,EHTH,"eHealth, Inc.",136.30M,4.68,-6.21%,472.11M
1921,AFBI,"Affinity Bancshares, Inc.",136.03M,21.2,-0.70%,29.60M
1922,IVVD,"Invivyd, Inc.",136.02M,1.14,-4.60%,-
1923,MGX,"Metagenomi, Inc.",136.00M,3.63,3.71%,47.26M
1924,RMBL,"RumbleON, Inc.",135.20M,3.84,-2.29%,1.34B
1925,FFIE,Faraday Future Intelligent Electric Inc.,134.59M,0.31,-0.85%,784.00K
1926,RMBI,"Richmond Mutual Bancorporation, Inc.",134.56M,12.16,-1.14%,41.72M
1927,CFBK,CF Bankshares Inc.,134.49M,21.06,-3.66%,47.09M
1928,PRPL,"Purple Innovation, Inc.",134.36M,1.25,-4.58%,526.84M
1929,VMCA,Valuence Merger Corp. I,134.12M,11.44,-0.44%,-
1930,GOEV,Canoo Inc.,133.00M,1.8,-3.74%,886.00K
1931,ZLS,Zalatoris II Acquisition Corp.,132.88M,11.12,-,-
1932,WILC,G. Willi-Food International Ltd.,132.02M,9.52,-3.35%,146.24M
1933,UBFO,United Security Bancshares,131.25M,7.58,-4.17%,51.13M
1934,FGBI,"First Guaranty Bancshares, Inc.",130.80M,10.46,-0.38%,88.80M
1935,LOGC,ContextLogic Inc,129.81M,5.3,-0.75%,227.00M
1936,MRBK,Meridian Corporation,129.64M,11.59,-0.86%,92.90M
1937,CZWI,"Citizens Community Bancorp, Inc.",129.56M,12.45,-2.96%,60.01M
1938,ELEV,"Elevation Oncology, Inc.",129.49M,2.37,-7.42%,-
1939,HBIO,"Harvard Bioscience, Inc.",129.42M,2.98,-3.25%,106.79M
1940,PGHL,Primega Group Holdings Limited,129.22M,5.38,3.54%,11.14M
1941,TZOO,Travelzoo,129.15M,9.86,-3.24%,84.86M
1942,GEVO,"Gevo, Inc.",127.57M,0.54,-5.26%,17.13M
1943,GATE,Marblegate Acquisition Corp.,127.52M,10.77,-,-
1944,MRAM,"Everspin Technologies, Inc.",126.54M,5.88,-2.49%,63.35M
1945,ATYR,"aTyr Pharma, Inc.",126.29M,1.83,-6.15%,588.00K
1946,QSI,Quantum-Si incorporated,125.78M,0.89,-10.31%,1.29M
1947,FEIM,"Frequency Electronics, Inc.",125.61M,13.24,-0.23%,52.70M
1948,ECBK,"ECB Bancorp, Inc.",125.45M,13.61,-2.65%,25.39M
1949,ORKT,Orangekloud Technology Inc.,125.13M,5.5,1.48%,4.59M
1950,GRWG,GrowGeneration Corp.,125.06M,2.06,-5.50%,216.94M
1951,CBFV,"CB Financial Services, Inc.",124.85M,24.49,-1.63%,68.30M
1952,HNVR,"Hanover Bancorp, Inc.",124.80M,17.22,-1.46%,61.91M
1953,CAPR,"Capricor Therapeutics, Inc.",124.40M,3.89,-0.51%,27.10M
1954,ORGN,"Origin Materials, Inc.",124.07M,0.84,-8.23%,33.93M
1955,MNSB,"MainStreet Bancshares, Inc.",124.06M,16.3,-1.87%,72.59M
1956,BRAG,Bragg Gaming Group Inc.,123.93M,5.24,-3.85%,102.69M
1957,EJH,E-Home Household Service Holdings Limited,123.04M,1.44,2.13%,56.39M
1958,ATHA,"Athira Pharma, Inc.",123.04M,3.21,-1.23%,-
1959,VERU,Veru Inc.,122.87M,0.84,-5.59%,13.48M
1960,GOCO,"GoHealth, Inc.",122.74M,12.34,-2.76%,737.11M
1961,ASRT,"Assertio Holdings, Inc.",122.71M,1.29,-6.52%,142.05M
1962,FBYD,"Falcon's Beyond Global, Inc.",122.06M,10.61,3.51%,9.05M
1963,LGO,Largo Inc.,121.74M,1.9,-4.52%,183.45M
1964,OPI,Office Properties Income Trust,121.60M,2.42,-9.36%,530.26M
1965,FNWD,Finward Bancorp,121.42M,28.17,0.61%,71.74M
1966,NTIC,Northern Technologies International Corporation,121.04M,12.82,-1.69%,82.42M
1967,ADAG,Adagene Inc.,120.86M,2.73,6.64%,815.75K
1968,GUTS,"Fractyl Health, Inc.",120.22M,2.51,-8.06%,148.00K
1969,DLTH,Duluth Holdings Inc.,119.92M,3.42,-3.66%,639.61M
1970,SEER,"Seer, Inc.",119.48M,1.84,-6.12%,15.67M
1971,ESOA,Energy Services of America Corporation,119.24M,7.18,-6.99%,351.68M
1972,AXTI,"AXT, Inc.",118.99M,2.68,-18.54%,79.08M
1973,IVA,Inventiva S.A.,118.88M,2.24,-0.88%,25.74M
1974,ACET,"Adicet Bio, Inc.",118.33M,1.44,-4.64%,-
1975,MPAA,"Motorcar Parts of America, Inc.",118.32M,5.99,-1.48%,717.68M
1976,GEOS,Geospace Technologies Corporation,118.25M,8.85,-2.53%,136.33M
1977,AGEN,Agenus Inc.,118.23M,5.63,-5.70%,161.42M
1978,PDSB,PDS Biotechnology Corporation,118.11M,3.22,-0.31%,-
1979,BYNO,byNordic Acquisition Corporation,117.15M,11.37,0.09%,-
1980,INVZ,Innoviz Technologies Ltd.,116.87M,0.7,-5.73%,26.92M
1981,IMUX,"Immunic, Inc.",116.20M,1.29,-7.86%,-
1982,AOUT,"American Outdoor Brands, Inc.",116.05M,9,-3.95%,201.10M
1983,XFOR,"X4 Pharmaceuticals, Inc.",115.78M,0.69,-11.16%,-
1984,HAO,Haoxi Health Technology Limited,115.72M,3.63,-9.70%,42.57M
1985,WMPN,William Penn Bancorporation,115.59M,12.25,0.82%,21.50M
1986,APXI,APx Acquisition Corp. I,115.16M,11.62,-0.43%,-
1987,OVBC,Ohio Valley Banc Corp.,115.05M,24,-2.00%,55.70M
1988,VFF,"Village Farms International, Inc.",114.63M,1.03,-7.21%,299.02M
1989,MFH,Mercurity Fintech Holding Inc.,114.34M,1.88,-3.09%,445.93K
1990,PFTA,Perception Capital Corp. III,114.27M,10.86,0.28%,-
1991,ISSC,"Innovative Solutions and Support, Inc.",114.23M,6.53,-3.55%,41.00M
1992,ALTO,"Alto Ingredients, Inc.",114.18M,1.49,-3.87%,1.15B
1993,HMNF,"HMN Financial, Inc.",114.12M,25.7,1.94%,37.70M
1994,EPSN,Epsilon Energy Ltd.,113.99M,5.2,-2.62%,29.36M
1995,FONR,FONAR Corporation,113.91M,18,-2.33%,102.72M
1996,FUFU,BitFuFu Inc.,113.56M,4.07,-0.97%,-
1997,CDAQ,Compass Digital Acquisition Corp.,113.37M,10.91,-,-
1998,BSET,"Bassett Furniture Industries, Incorporated",113.33M,12.89,-0.39%,351.88M
1999,NVCT,"Nuvectis Pharma, Inc.",113.26M,6.17,-0.16%,-
2000,SBFG,"SB Financial Group, Inc.",113.26M,16.81,,
2001,GSIW,Garden Stage Limited,113.13M,7.25,1.97%,3.26M
2002,BWAY,BrainsWay Ltd.,112.89M,6.76,-3.01%,34.26M
2003,CRNC,Cerence Inc.,112.38M,2.69,-6.60%,348.58M
2004,PLMI,Plum Acquisition Corp. I,112.36M,10.52,1.64%,-
2005,CFFS,CF Acquisition Corp. VII,111.96M,11.02,-,-
2006,GNSS,Genasys Inc.,111.49M,2.5,-0.79%,35.06M
2007,EBMT,"Eagle Bancorp Montana, Inc.",111.43M,13.9,-1.14%,82.22M
2008,CAAS,"China Automotive Systems, Inc.",111.39M,3.69,-2.38%,573.51M
2009,AUGX,"Augmedix, Inc.",111.25M,2.26,-,48.70M
2010,KPTI,Karyopharm Therapeutics Inc.,110.91M,0.89,-3.65%,140.46M
